protocol,duration,packet_count,hour,minute,dayofweek,hour_sin,hour_cos
-0.5095680721029195,-0.5038280772663744,-0.23032659530159896,-1.5226589037877742,-0.08025065718246831,-0.6181785399902183,0.012560526042641336,1.1423973499925806
-0.5095680721029195,-0.3485180565541435,-0.22093844902323148,-0.09791815746660111,1.5470688580615886,-0.6181785399902183,0.40885674821927664,-1.508269296362837
-0.5095680721029195,-0.5052560357336344,-0.2277661917711351,1.1973007028253746,1.372713195714011,1.617655637181814,-1.0701408877915297,0.7474881038395967
-0.5095680721029195,0.1393227944176289,-0.2004552207795206,0.42016938665018916,-0.603317644225201,-0.6181785399902183,-1.0701408877915288,-1.1593024120985402
1.7070530415447809,-0.46797898748543604,-0.19362747803161695,-0.6160057015833914,-0.7195547524569192,-0.6181785399902183,1.4915581620534473,-0.5548740383937685
-0.5095680721029195,-0.4355482536319534,-0.1799719925358097,-0.3569619295249962,-0.022132103066609135,-0.6181785399902183,1.0952619398768122,-1.1593024120985398
-0.5095680721029195,-0.19154959960193502,-0.17058384625744222,-0.6160057015833914,-1.242621739499652,-0.6181785399902183,1.4915581620534473,-0.5548740383937685
0.5987424847209305,0.15645697711814324,-0.20898989921440014,-0.745527587612589,-0.19648776541418667,-0.6181785399902183,1.5437315494874506,-0.20590715412947136
-0.5095680721029195,-0.44182104889492496,-0.20301562430998446,-0.2274400434957987,0.7334091004395602,-0.6181785399902183,0.7781460377650458,-1.373573106736149
-0.5095680721029195,-0.49926517675797744,-0.22947312745811102,1.1973007028253746,1.4308317498298704,1.617655637181814,-1.0701408877915297,0.7474881038395967
-0.5095680721029195,-0.4521029389390046,-0.21923151333625557,-0.8750494736417865,-0.19648776541418667,-0.6181785399902183,1.4915581620534473,0.14305973013482576
0.5987424847209305,-0.3198444510636462,-0.2243523203971833,0.5496912726793867,0.44281632986026426,-0.6181785399902183,-1.3134724777991815,-0.880059406190498
0.5987424847209305,-0.19090641913049114,-0.21581764196230377,-0.3569619295249962,0.8496462086712785,-0.6181785399902183,1.0952619398768122,-1.1593024120985398
1.7070530415447809,-0.2664277405496228,-0.21923151333625557,-0.8750494736417865,0.7334091004395602,-0.6181785399902183,1.4915581620534473,0.14305973013482576
-0.5095680721029195,-0.24275289043984688,-0.18594626744022538,-1.1340932457001816,-0.25460631953004587,-0.6181785399902183,1.0952619398768122,0.747488103839597
-0.5095680721029195,-0.2043793828410429,-0.15095408585721926,1.4563444748837697,0.21034211339682757,1.617655637181814,-0.3837356961339948,1.0964549881038939
